id,date,heure,fournisseur,montant,categorie,validateur
T0316,2025-04-22,15:30,Paie personnel — RH interne,2150440,salaires,M. Nguema J.
T0317,2025-10-29,16:45,Paie personnel — RH interne,1095980,salaires,Mme. Etoa L.
T0318,2025-10-28,16:45,Agence Foncière du Centre,1706710,immobilier,Mme. Fotso K.
T0319,2025-02-06,11:45,GLOBAL INVEST LTD,2442930,investissement,M. Tchamba P.
T0320,2025-08-04,17:45,Boulangerie Le Pain du Quartier,302810,fournitures,Mme. Fotso K.
T0321,2025-10-15,14:45,Agence Voyages Cameroun Express,1034670,transport,Mme. Bekolo A.
T0322,2025-02-07,09:30,Cabinet Me Nkodo,644890,services,Mme. Bekolo A.
T0323,2025-10-29,17:00,Agence Foncière du Centre,1753370,immobilier,M. Tchamba P.
T0324,2025-05-06,14:30,Nettoyage Propre-Tech,1867740,services,Mme. Bekolo A.
T0325,2025-11-11,17:45,SNH Cameroun,1910940,energie,M. Nguema J.
T0326,2025-07-09,13:45,Imprimerie Centrale Yaoundé,329870,fournitures,Mme. Fotso K.
T0327,2025-05-13,17:15,ENEO,2159460,energie,M. Tchamba P.
T0328,2025-05-20,16:00,Paie personnel — RH interne,1094290,salaires,M. Nguema J.
T0329,2025-11-05,09:15,Boulangerie Le Pain du Quartier,1716300,fournitures,M. Tchamba P.
T0330,2025-03-14,13:30,SNH Cameroun,1419660,energie,Mme. Fotso K.
T0331,2025-06-18,14:45,ENEO,1196780,energie,Mme. Etoa L.
T0332,2025-11-10,12:45,GLOBAL INVEST LTD,830250,investissement,Mme. Fotso K.
T0333,2025-06-10,14:00,Agence Foncière du Centre,1596210,immobilier,M. Nguema J.
T0334,2025-02-20,12:30,Papeterie du Centre,79050,fournitures,M. Tchamba P.
T0335,2025-10-20,11:30,MTN Cameroun,2492870,telecom,M. Nguema J.
T0336,2025-03-26,15:00,ETS Mendong Fournitures,1695730,fournitures,Mme. Bekolo A.
T0337,2025-10-09,12:00,Agence Foncière du Centre,546980,immobilier,M. Abena N.
T0338,2025-02-07,13:00,Orange Cameroun,1205050,telecom,Mme. Bekolo A.
T0339,2025-12-03,17:15,Agence Foncière du Centre,1375830,immobilier,M. Nguema J.
T0340,2025-10-20,14:15,Total Energies CM,1692440,transport,M. Tchamba P.
T0341,2025-01-23,14:45,Paie personnel — RH interne,2360170,salaires,M. Nguema J.
T0342,2025-12-15,10:00,GLOBAL INVEST LTD,2273510,investissement,Mme. Fotso K.
T0343,2025-07-11,10:15,ETS Mendong Fournitures,825980,fournitures,Mme. Fotso K.
T0344,2025-10-06,16:45,Imprimerie Centrale Yaoundé,389570,fournitures,Mme. Fotso K.
T0345,2025-03-26,12:45,Paie personnel — RH interne,1225640,salaires,M. Tchamba P.
T0346,2025-12-15,10:00,Agence Foncière du Centre,2050020,immobilier,M. Tchamba P.
T0347,2025-03-21,11:00,GLOBAL INVEST LTD,70820,investissement,M. Nguema J.
T0348,2025-10-29,11:00,Paie personnel — RH interne,1603380,salaires,M. Nguema J.
T0349,2025-03-07,08:30,Imprimerie Centrale Yaoundé,1512200,fournitures,M. Abena N.
T0350,2025-02-13,10:45,Promoteur Immobilier Littoral,1886150,immobilier,Mme. Bekolo A.
T0351,2025-08-25,17:00,Holdings Afrique Centrale,385940,investissement,Mme. Bekolo A.
T0352,2025-05-07,15:45,SABC Distribution,2161350,fournitures,M. Nguema J.
T0353,2025-06-26,11:15,MTN Cameroun,842040,telecom,M. Abena N.
T0354,2025-05-01,11:30,Agence Voyages Cameroun Express,858340,transport,Mme. Fotso K.
T0355,2025-01-22,17:45,Taxi Union Douala,2453580,transport,M. Tchamba P.
T0356,2025-06-19,11:15,Nettoyage Propre-Tech,849590,services,M. Nguema J.
T0357,2025-01-20,15:15,CDE,835360,energie,Mme. Etoa L.
T0358,2025-12-25,11:30,SNH Cameroun,1867330,energie,Mme. Bekolo A.
T0359,2025-05-26,16:15,SABC Distribution,78200,fournitures,Mme. Bekolo A.
T0360,2025-03-03,08:15,Nettoyage Propre-Tech,998700,services,M. Nguema J.
T0361,2025-05-01,09:45,Agence Foncière du Centre,1837200,immobilier,M. Nguema J.
T0362,2025-12-02,15:45,Paie personnel — RH interne,1890460,salaires,M. Tchamba P.
T0363,2025-12-15,11:00,Promoteur Immobilier Littoral,2364700,immobilier,Mme. Bekolo A.
T0364,2025-08-26,16:45,Nettoyage Propre-Tech,523970,services,M. Abena N.
T0365,2025-07-16,15:45,MTN Cameroun,427470,telecom,Mme. Bekolo A.
T0366,2025-09-03,14:45,CAMTEL,457020,telecom,Mme. Bekolo A.
T0367,2025-10-01,09:00,Taxi Union Douala,1439470,transport,M. Nguema J.
T0368,2025-12-23,08:30,Paie personnel — RH interne,346630,salaires,Mme. Fotso K.
T0369,2025-07-16,10:00,Papeterie du Centre,1628150,fournitures,M. Abena N.
T0370,2025-02-17,10:00,ENEO,363610,energie,M. Tchamba P.
T0371,2025-12-16,11:00,Paie personnel — RH interne,1465980,salaires,M. Nguema J.
T0372,2025-06-17,11:45,Nettoyage Propre-Tech,1351450,services,Mme. Etoa L.
T0373,2025-12-08,15:45,Paie personnel — RH interne,2473090,salaires,M. Tchamba P.
T0374,2025-05-26,15:45,CDE,567710,energie,M. Nguema J.
T0375,2025-09-29,10:45,SABC Distribution,1229390,fournitures,M. Tchamba P.
T0376,2025-08-01,15:30,GLOBAL INVEST LTD,973140,investissement,M. Nguema J.
T0377,2025-08-21,16:45,Taxi Union Douala,480000,transport,Mme. Etoa L.
T0378,2025-02-17,11:30,SABC Distribution,757540,fournitures,Mme. Fotso K.
T0379,2025-10-15,08:00,ENEO,1032440,energie,M. Nguema J.
T0380,2025-04-04,17:30,Promoteur Immobilier Littoral,920540,immobilier,M. Nguema J.
T0381,2025-07-21,17:30,Paie personnel — RH interne,2444440,salaires,M. Nguema J.
T0382,2025-07-16,15:30,MTN Cameroun,1555530,telecom,Mme. Etoa L.
T0383,2025-09-15,16:30,ETS Mendong Fournitures,489790,fournitures,M. Tchamba P.
T0384,2025-01-15,16:30,Paie personnel — RH interne,1006520,salaires,M. Tchamba P.
T0385,2025-08-04,15:45,Holdings Afrique Centrale,534320,investissement,Mme. Etoa L.
T0386,2025-03-11,16:45,GLOBAL INVEST LTD,388140,investissement,Mme. Bekolo A.
T0387,2025-11-10,16:45,Paie personnel — RH interne,2258560,salaires,Mme. Fotso K.
T0388,2025-12-31,16:00,Holdings Afrique Centrale,1177850,investissement,Mme. Fotso K.
T0389,2025-04-07,10:00,GLOBAL INVEST LTD,952870,investissement,M. Abena N.
T0390,2025-07-10,12:45,Boulangerie Le Pain du Quartier,1691930,fournitures,M. Tchamba P.
T0391,2025-09-01,17:00,CAMTEL,1879240,telecom,Mme. Bekolo A.
T0392,2025-11-12,11:00,CDE,844360,energie,M. Tchamba P.
T0393,2025-10-31,16:15,Taxi Union Douala,982190,transport,M. Abena N.
T0394,2025-05-26,13:00,Agence Foncière du Centre,131040,immobilier,M. Abena N.
T0395,2025-07-01,15:30,Imprimerie Centrale Yaoundé,1148750,fournitures,Mme. Etoa L.
T0396,2025-12-11,17:15,Total Energies CM,2142450,transport,Mme. Bekolo A.
T0397,2025-08-28,08:30,GLOBAL INVEST LTD,2302610,investissement,Mme. Etoa L.
T0398,2025-09-09,09:15,CAMTEL,229490,telecom,Mme. Fotso K.
T0399,2025-08-26,12:00,Holdings Afrique Centrale,381610,investissement,Mme. Bekolo A.
T0400,2025-03-14,12:15,MTN Cameroun,185000,telecom,M. Tchamba P.
T0401,2025-04-21,11:30,Total Energies CM,622070,transport,M. Nguema J.
T0402,2025-10-07,09:30,Maintenance Bureautique SARL,943000,services,M. Abena N.
T0403,2025-08-25,09:15,Taxi Union Douala,507120,transport,M. Abena N.
T0404,2025-12-04,15:15,ETS Mendong Fournitures,1100400,fournitures,M. Nguema J.
T0405,2025-05-28,09:30,Nettoyage Propre-Tech,77640,services,M. Abena N.
T0406,2025-07-14,17:00,Boulangerie Le Pain du Quartier,1283630,fournitures,M. Nguema J.
T0407,2025-10-14,14:45,Holdings Afrique Centrale,163060,investissement,Mme. Fotso K.
T0408,2025-01-16,11:45,Paie personnel — RH interne,2431030,salaires,Mme. Bekolo A.
T0409,2025-07-11,10:00,Total Energies CM,477570,transport,M. Abena N.
T0410,2025-10-31,11:45,ENEO,48080,energie,Mme. Bekolo A.
T0411,2025-08-19,17:15,Holdings Afrique Centrale,837010,investissement,M. Nguema J.
T0412,2025-09-02,15:30,Total Energies CM,1335910,transport,Mme. Bekolo A.
T0413,2025-07-09,16:45,GLOBAL INVEST LTD,1052140,investissement,M. Nguema J.
T0414,2025-12-29,15:45,CDE,1119080,energie,Mme. Bekolo A.
T0415,2025-07-30,08:30,ENEO,536180,energie,Mme. Fotso K.
T0416,2025-12-04,10:00,CDE,1782340,energie,Mme. Etoa L.
T0417,2025-01-23,14:00,ETS Mendong Fournitures,1352300,fournitures,M. Nguema J.
T0418,2025-07-09,16:00,Promoteur Immobilier Littoral,20200,immobilier,M. Nguema J.
T0419,2025-08-06,11:45,Paie personnel — RH interne,1537730,salaires,Mme. Etoa L.
T0420,2025-06-19,13:30,Total Energies CM,1214230,transport,M. Nguema J.
T0421,2025-01-14,12:45,SNH Cameroun,1643640,energie,Mme. Bekolo A.
T0422,2025-12-22,17:30,Papeterie du Centre,930810,fournitures,M. Nguema J.
T0423,2025-08-05,15:00,SABC Distribution,2071550,fournitures,Mme. Etoa L.
T0424,2025-06-03,15:00,Boulangerie Le Pain du Quartier,1192270,fournitures,Mme. Fotso K.
T0425,2025-12-05,13:30,Nettoyage Propre-Tech,330070,services,M. Abena N.
T0426,2025-06-23,17:45,SNH Cameroun,624420,energie,Mme. Bekolo A.
T0427,2025-09-19,14:15,SNH Cameroun,23340,energie,Mme. Fotso K.
T0428,2025-07-03,08:15,Imprimerie Centrale Yaoundé,2009370,fournitures,M. Abena N.
T0429,2025-04-01,14:45,Imprimerie Centrale Yaoundé,569140,fournitures,Mme. Bekolo A.
T0430,2025-01-27,17:00,CDE,216900,energie,Mme. Etoa L.
T0431,2025-11-18,15:45,ENEO,2326780,energie,M. Nguema J.
T0432,2025-05-28,11:45,CAMTEL,1422480,telecom,Mme. Fotso K.
T0433,2025-07-01,11:30,Holdings Afrique Centrale,767690,investissement,Mme. Bekolo A.
T0434,2025-01-30,13:00,CDE,716340,energie,Mme. Etoa L.
T0435,2025-01-14,09:30,Holdings Afrique Centrale,2280950,investissement,M. Nguema J.
T0436,2025-03-26,14:00,Promoteur Immobilier Littoral,1611710,immobilier,Mme. Etoa L.
T0437,2025-08-22,17:30,Agence Foncière du Centre,1830310,immobilier,M. Nguema J.
T0438,2025-10-22,14:30,CAMTEL,722800,telecom,Mme. Fotso K.
T0439,2025-11-27,09:15,Agence Voyages Cameroun Express,2282150,transport,M. Nguema J.
T0440,2025-09-01,17:15,Holdings Afrique Centrale,582160,investissement,Mme. Bekolo A.
T0441,2025-01-31,12:15,MTN Cameroun,1121540,telecom,Mme. Etoa L.
T0442,2025-05-06,10:00,Maintenance Bureautique SARL,1291270,services,M. Tchamba P.
T0443,2025-10-30,15:45,CDE,758250,energie,Mme. Etoa L.
T0444,2025-01-09,16:15,Maintenance Bureautique SARL,1246060,services,M. Tchamba P.
T0445,2025-02-12,15:00,Promoteur Immobilier Littoral,2259080,immobilier,M. Tchamba P.
T0446,2025-03-05,16:45,Boulangerie Le Pain du Quartier,699790,fournitures,Mme. Bekolo A.
T0447,2025-06-03,12:30,Cabinet Me Nkodo,1673680,services,Mme. Etoa L.
T0448,2025-10-10,11:15,GLOBAL INVEST LTD,283020,investissement,Mme. Fotso K.
T0449,2025-12-15,15:15,Agence Voyages Cameroun Express,2475900,transport,Mme. Fotso K.
T0450,2025-09-11,10:30,MTN Cameroun,163090,telecom,M. Tchamba P.
T0451,2025-10-10,13:30,Agence Voyages Cameroun Express,1573770,transport,M. Nguema J.
T0452,2025-11-03,15:30,Total Energies CM,561840,transport,M. Tchamba P.
T0453,2025-07-08,09:30,Taxi Union Douala,2363310,transport,Mme. Etoa L.
T0454,2025-01-09,12:45,Total Energies CM,1220560,transport,Mme. Fotso K.
T0455,2025-09-29,15:45,SNH Cameroun,872550,energie,M. Abena N.
T0456,2025-09-19,11:00,Holdings Afrique Centrale,962210,investissement,M. Nguema J.
T0457,2025-11-21,15:00,GLOBAL INVEST LTD,161230,investissement,Mme. Bekolo A.
T0458,2025-10-02,16:15,SNH Cameroun,1146850,energie,M. Tchamba P.
T0459,2025-01-20,09:45,CDE,2327660,energie,Mme. Fotso K.
T0460,2025-09-02,11:30,Agence Foncière du Centre,1327920,immobilier,Mme. Bekolo A.
T0461,2025-11-04,08:15,SNH Cameroun,2253840,energie,M. Nguema J.
T0462,2025-03-14,13:00,CDE,987550,energie,M. Tchamba P.
T0463,2025-04-18,17:30,GLOBAL INVEST LTD,238570,investissement,M. Tchamba P.
T0464,2025-10-09,09:15,Boulangerie Le Pain du Quartier,357020,fournitures,Mme. Etoa L.
T0465,2025-02-19,09:45,Boulangerie Le Pain du Quartier,1920060,fournitures,M. Tchamba P.
T0466,2025-07-31,11:45,Total Energies CM,913750,transport,Mme. Etoa L.
T0467,2025-05-09,14:30,Maintenance Bureautique SARL,886990,services,M. Nguema J.
T0468,2025-05-07,11:00,GLOBAL INVEST LTD,1394210,investissement,M. Nguema J.
T0469,2025-09-22,10:15,SABC Distribution,163700,fournitures,Mme. Etoa L.
T0470,2025-11-19,11:15,Agence Foncière du Centre,2183310,immobilier,Mme. Fotso K.
T0471,2025-04-21,12:45,SABC Distribution,408600,fournitures,Mme. Bekolo A.
T0472,2025-03-17,08:30,Taxi Union Douala,161480,transport,M. Abena N.
T0473,2025-05-02,11:30,GLOBAL INVEST LTD,1764690,investissement,M. Nguema J.
T0474,2025-03-31,17:15,SNH Cameroun,1842780,energie,Mme. Fotso K.
T0475,2025-06-25,14:45,ETS Mendong Fournitures,599230,fournitures,Mme. Bekolo A.
T0476,2025-02-18,09:45,Promoteur Immobilier Littoral,1465330,immobilier,Mme. Etoa L.
T0477,2025-11-18,10:30,Promoteur Immobilier Littoral,1328320,immobilier,Mme. Bekolo A.
T0478,2025-09-19,13:30,Promoteur Immobilier Littoral,1239000,immobilier,M. Abena N.
T0479,2025-07-02,12:45,CDE,2059990,energie,M. Tchamba P.
T0480,2025-07-25,13:00,ENEO,429410,energie,Mme. Etoa L.
T0481,2025-01-16,10:45,SNH Cameroun,153290,energie,M. Abena N.
T0482,2025-10-07,11:15,GLOBAL INVEST LTD,45540,investissement,Mme. Etoa L.
T0483,2025-05-19,09:00,Promoteur Immobilier Littoral,331710,immobilier,M. Nguema J.
T0484,2025-07-02,16:45,MTN Cameroun,1889040,telecom,M. Abena N.
T0485,2025-02-28,16:15,SNH Cameroun,1775620,energie,Mme. Fotso K.
T0486,2025-06-16,15:15,Paie personnel — RH interne,2499960,salaires,Mme. Etoa L.
T0487,2025-02-10,17:45,ETS Mendong Fournitures,1001090,fournitures,M. Nguema J.
T0488,2025-11-25,09:30,Holdings Afrique Centrale,430290,investissement,Mme. Fotso K.
T0489,2025-02-06,16:00,Agence Voyages Cameroun Express,1498560,transport,M. Tchamba P.
T0490,2025-04-18,17:30,ENEO,1419500,energie,M. Tchamba P.
T0491,2025-10-31,09:00,Agence Voyages Cameroun Express,2013130,transport,M. Abena N.
T0492,2025-03-12,08:30,Paie personnel — RH interne,1952120,salaires,Mme. Fotso K.
T0493,2025-11-03,10:00,ENEO,2286570,energie,M. Tchamba P.
T0494,2025-02-17,17:00,Total Energies CM,2437440,transport,M. Tchamba P.
T0495,2025-05-28,15:45,Promoteur Immobilier Littoral,1312840,immobilier,M. Nguema J.
T0496,2025-06-11,08:30,Taxi Union Douala,2282230,transport,M. Nguema J.
T0497,2025-09-30,17:30,Total Energies CM,2313040,transport,Mme. Etoa L.
T0498,2025-05-23,10:15,GLOBAL INVEST LTD,89210,investissement,M. Abena N.
T0499,2025-03-11,14:45,Total Energies CM,1535860,transport,Mme. Bekolo A.
T0500,2025-11-18,10:45,ENEO,2452650,energie,Mme. Etoa L.
T0501,2025-04-02,15:15,GLOBAL INVEST LTD,1872920,investissement,M. Tchamba P.
T0502,2025-07-11,14:45,Agence Voyages Cameroun Express,2427070,transport,M. Nguema J.
T0503,2025-11-12,08:00,Holdings Afrique Centrale,89620,investissement,Mme. Fotso K.
T0504,2025-07-29,09:30,GLOBAL INVEST LTD,813920,investissement,M. Abena N.
T0505,2025-08-07,16:30,Paie personnel — RH interne,483480,salaires,Mme. Fotso K.
T0506,2025-12-17,15:30,SNH Cameroun,915420,energie,M. Tchamba P.
T0507,2025-08-26,14:30,Promoteur Immobilier Littoral,1836760,immobilier,M. Abena N.
T0508,2025-08-25,08:15,ENEO,2364430,energie,Mme. Bekolo A.
T0509,2025-10-22,16:00,Agence Foncière du Centre,923420,immobilier,M. Tchamba P.
T0510,2025-02-19,15:15,Holdings Afrique Centrale,1280780,investissement,Mme. Etoa L.
T0511,2025-08-19,10:30,Paie personnel — RH interne,864180,salaires,M. Abena N.
T0512,2025-02-14,12:45,Agence Voyages Cameroun Express,1298650,transport,M. Abena N.
T0513,2025-10-21,09:15,Boulangerie Le Pain du Quartier,2094020,fournitures,M. Abena N.
T0514,2025-03-31,13:45,Boulangerie Le Pain du Quartier,289430,fournitures,M. Abena N.
T0515,2025-11-25,08:30,MTN Cameroun,1789640,telecom,Mme. Etoa L.
T0516,2025-11-13,10:00,CDE,1609160,energie,Mme. Fotso K.
T0517,2025-07-15,14:00,MTN Cameroun,1695380,telecom,M. Nguema J.
T0518,2025-10-14,15:15,Nettoyage Propre-Tech,127100,services,M. Abena N.
T0519,2025-10-09,13:30,ENEO,598650,energie,Mme. Bekolo A.
T0520,2025-10-17,16:30,Holdings Afrique Centrale,1602760,investissement,Mme. Fotso K.
T0521,2025-10-15,11:30,Promoteur Immobilier Littoral,2278950,immobilier,M. Abena N.
T0522,2025-11-18,10:00,GLOBAL INVEST LTD,424550,investissement,M. Abena N.
T0523,2025-12-18,12:45,Agence Voyages Cameroun Express,436970,transport,M. Nguema J.
T0524,2025-02-03,11:45,ENEO,537940,energie,M. Tchamba P.
T0525,2025-04-18,14:00,Orange Cameroun,1345700,telecom,M. Nguema J.
T0526,2025-08-01,15:30,ENEO,688250,energie,Mme. Bekolo A.
T0527,2025-06-06,15:45,Paie personnel — RH interne,699060,salaires,Mme. Etoa L.
T0528,2025-12-05,15:30,Papeterie du Centre,2200280,fournitures,M. Nguema J.
T0529,2025-04-04,12:00,Boulangerie Le Pain du Quartier,644140,fournitures,Mme. Etoa L.
T0530,2025-06-30,09:00,Maintenance Bureautique SARL,750270,services,Mme. Etoa L.
T0531,2025-08-19,17:00,Boulangerie Le Pain du Quartier,1489740,fournitures,M. Abena N.
T0532,2025-02-13,09:30,Cabinet Me Nkodo,1508890,services,M. Nguema J.
T0533,2025-01-20,16:15,Promoteur Immobilier Littoral,1547720,immobilier,M. Abena N.
T0534,2025-02-28,13:45,GLOBAL INVEST LTD,1003260,investissement,Mme. Bekolo A.
T0535,2025-08-27,15:45,CDE,456870,energie,Mme. Fotso K.
T0536,2025-05-13,09:45,GLOBAL INVEST LTD,918930,investissement,Mme. Bekolo A.
T0537,2025-04-07,17:15,CAMTEL,1975130,telecom,M. Tchamba P.
T0538,2025-01-02,15:45,Paie personnel — RH interne,578260,salaires,M. Nguema J.
T0539,2025-07-22,17:00,Paie personnel — RH interne,730980,salaires,M. Tchamba P.
T0540,2025-02-12,16:30,Paie personnel — RH interne,561180,salaires,M. Nguema J.
T0541,2025-03-27,09:30,GLOBAL INVEST LTD,364860,investissement,M. Abena N.
T0542,2025-10-08,15:15,Maintenance Bureautique SARL,1846770,services,M. Abena N.
T0543,2025-12-12,11:30,GLOBAL INVEST LTD,2049140,investissement,Mme. Bekolo A.
T0544,2025-08-22,14:30,ENEO,44177543,energie,Mme. Fotso K.
T0545,2025-08-25,16:00,Orange Cameroun,1206870,telecom,M. Abena N.
T0546,2025-10-08,08:00,ENEO,1641360,energie,M. Abena N.
T0547,2025-11-27,09:00,Maintenance Bureautique SARL,807780,services,M. Nguema J.
T0548,2025-01-10,08:15,Paie personnel — RH interne,943100,salaires,M. Tchamba P.
T0549,2025-09-11,12:45,GLOBAL INVEST LTD,258290,investissement,M. Tchamba P.
T0550,2025-10-28,15:45,Nettoyage Propre-Tech,1098490,services,Mme. Fotso K.
T0551,2025-12-24,14:30,Cabinet Me Nkodo,1149590,services,Mme. Fotso K.
T0552,2025-05-20,09:45,Agence Voyages Cameroun Express,529600,transport,Mme. Fotso K.
T0553,2025-06-19,12:00,CDE,2088280,energie,M. Nguema J.
T0554,2025-07-24,09:15,CDE,1608950,energie,Mme. Etoa L.
T0555,2025-07-08,17:45,GLOBAL INVEST LTD,1908870,investissement,M. Tchamba P.
T0556,2025-08-25,12:45,ETS Mendong Fournitures,1061820,fournitures,M. Abena N.
T0557,2025-09-12,10:15,Imprimerie Centrale Yaoundé,186550,fournitures,Mme. Bekolo A.
T0558,2025-12-05,09:00,Orange Cameroun,214060,telecom,M. Abena N.
T0559,2025-08-19,09:30,SABC Distribution,360160,fournitures,Mme. Bekolo A.
T0560,2025-02-21,12:30,SABC Distribution,1868020,fournitures,Mme. Bekolo A.
T0561,2025-01-01,16:45,Paie personnel — RH interne,778040,salaires,M. Abena N.
T0562,2025-02-14,14:15,Promoteur Immobilier Littoral,1721460,immobilier,M. Nguema J.
T0563,2025-02-25,17:15,Cabinet Me Nkodo,1003510,services,Mme. Bekolo A.
T0564,2025-01-20,13:15,SNH Cameroun,2459850,energie,Mme. Fotso K.
T0565,2025-01-22,13:45,Paie personnel — RH interne,1140540,salaires,M. Abena N.
T0566,2025-12-02,09:00,Agence Voyages Cameroun Express,16180,transport,Mme. Etoa L.
T0567,2025-09-22,12:45,Paie personnel — RH interne,927280,salaires,Mme. Etoa L.
T0568,2025-12-19,15:45,Agence Foncière du Centre,678470,immobilier,M. Nguema J.
T0569,2025-12-26,09:15,Total Energies CM,2204460,transport,Mme. Fotso K.
T0570,2025-05-01,14:00,SNH Cameroun,2345520,energie,M. Nguema J.
T0571,2025-11-28,13:00,Orange Cameroun,1360960,telecom,M. Nguema J.
T0572,2025-02-25,15:45,Papeterie du Centre,673430,fournitures,M. Tchamba P.
T0573,2025-05-17,11:00,Société Equipements Premium CM,10000000,immobilier,M. Abena N.
T0574,2025-09-25,14:45,Promoteur Immobilier Littoral,1826040,immobilier,M. Nguema J.
T0575,2025-12-05,11:00,Holdings Afrique Centrale,1329170,investissement,Mme. Bekolo A.
T0576,2025-08-08,10:30,Boulangerie Le Pain du Quartier,1014740,fournitures,Mme. Fotso K.
T0577,2025-12-19,14:30,Maintenance Bureautique SARL,416890,services,M. Abena N.
T0578,2025-07-10,12:00,Agence Voyages Cameroun Express,620610,transport,M. Tchamba P.
T0579,2025-06-23,16:00,Total Energies CM,1788770,transport,Mme. Bekolo A.
T0580,2025-02-03,16:00,Cabinet Me Nkodo,1140310,services,M. Nguema J.
T0581,2025-08-06,09:00,SABC Distribution,94930,fournitures,Mme. Etoa L.
T0582,2025-08-13,11:00,Paie personnel — RH interne,557020,salaires,Mme. Bekolo A.
T0583,2025-07-09,15:00,Promoteur Immobilier Littoral,302940,immobilier,Mme. Bekolo A.
T0584,2025-04-21,10:45,Nettoyage Propre-Tech,19250,services,M. Nguema J.
T0585,2025-04-03,15:00,Orange Cameroun,1246560,telecom,Mme. Etoa L.
T0586,2025-12-25,17:30,SNH Cameroun,2271770,energie,M. Nguema J.
T0587,2025-07-02,13:15,Taxi Union Douala,75110,transport,Mme. Bekolo A.
T0588,2025-01-14,12:45,Maintenance Bureautique SARL,348290,services,M. Nguema J.
T0589,2025-04-16,12:45,Promoteur Immobilier Littoral,1955620,immobilier,M. Nguema J.
T0590,2025-07-28,09:15,Orange Cameroun,478720,telecom,M. Abena N.
T0591,2025-03-05,15:00,CDE,2139390,energie,Mme. Etoa L.
T0592,2025-05-09,10:00,Total Energies CM,174160,transport,Mme. Etoa L.
T0593,2025-05-05,15:45,Nettoyage Propre-Tech,1387290,services,Mme. Etoa L.
T0594,2025-03-12,17:15,Total Energies CM,578160,transport,Mme. Bekolo A.
T0595,2025-04-09,10:45,MTN Cameroun,88310,telecom,Mme. Fotso K.
T0596,2025-01-31,08:15,Paie personnel — RH interne,2419210,salaires,Mme. Fotso K.
T0597,2025-09-25,09:00,ENEO,542820,energie,M. Abena N.
T0598,2025-11-05,11:15,Agence Foncière du Centre,436740,immobilier,M. Tchamba P.
T0599,2025-11-28,11:00,Total Energies CM,326950,transport,Mme. Etoa L.
T0600,2025-10-10,14:30,Agence Voyages Cameroun Express,1505240,transport,Mme. Bekolo A.
T0601,2025-12-18,17:30,ENEO,255610,energie,M. Tchamba P.
T0602,2025-03-17,15:30,Paie personnel — RH interne,2484510,salaires,M. Tchamba P.
T0603,2025-06-25,12:15,CDE,826570,energie,Mme. Etoa L.
T0604,2025-10-28,11:15,ENEO,1844470,energie,M. Abena N.
T0605,2025-06-27,15:15,Agence Foncière du Centre,380520,immobilier,M. Tchamba P.
T0606,2025-09-30,11:45,Orange Cameroun,213560,telecom,Mme. Bekolo A.
T0607,2025-10-02,10:15,Total Energies CM,1361740,transport,M. Nguema J.
T0608,2025-01-20,16:15,CDE,1379010,energie,Mme. Bekolo A.
T0609,2025-05-28,12:00,SNH Cameroun,1232870,energie,Mme. Etoa L.
T0610,2025-12-16,12:45,Paie personnel — RH interne,242470,salaires,Mme. Bekolo A.
T0611,2025-06-12,14:30,Orange Cameroun,383170,telecom,M. Abena N.
T0612,2025-02-05,08:15,Paie personnel — RH interne,1195810,salaires,Mme. Fotso K.
T0613,2025-05-05,16:15,Total Energies CM,1988930,transport,M. Abena N.
T0614,2025-03-25,16:00,Paie personnel — RH interne,279160,salaires,M. Nguema J.
T0615,2025-04-10,12:45,Paie personnel — RH interne,742990,salaires,M. Abena N.
T0616,2025-02-05,11:30,Cabinet Me Nkodo,1178610,services,Mme. Etoa L.
T0617,2025-03-12,09:15,Paie personnel — RH interne,1847010,salaires,Mme. Bekolo A.
T0618,2025-12-11,09:00,GLOBAL INVEST LTD,1666450,investissement,M. Tchamba P.
T0619,2025-06-09,13:00,Boulangerie Le Pain du Quartier,226590,fournitures,Mme. Fotso K.
T0620,2025-05-14,10:30,Paie personnel — RH interne,53000,salaires,M. Nguema J.
T0621,2025-02-07,08:15,CAMTEL,1046710,telecom,M. Abena N.
T0622,2025-08-05,09:30,Papeterie du Centre,986080,fournitures,M. Abena N.
T0623,2025-03-06,15:00,Maintenance Bureautique SARL,65870,services,M. Tchamba P.
T0624,2025-02-26,10:45,Promoteur Immobilier Littoral,1975600,immobilier,M. Abena N.
T0625,2025-01-20,08:30,Agence Voyages Cameroun Express,486260,transport,Mme. Fotso K.
T0626,2025-04-22,13:45,MTN Cameroun,1294040,telecom,Mme. Etoa L.
T0627,2025-01-02,14:45,SNH Cameroun,511800,energie,M. Nguema J.
T0628,2025-01-07,15:45,Orange Cameroun,2057560,telecom,M. Abena N.
T0629,2025-07-09,10:15,Holdings Afrique Centrale,2320240,investissement,M. Abena N.
T0630,2025-07-29,12:30,Maintenance Bureautique SARL,1641300,services,M. Abena N.
T0631,2025-01-08,10:30,GLOBAL INVEST LTD,2259880,investissement,M. Abena N.
T0632,2025-03-06,12:30,SNH Cameroun,1984040,energie,M. Abena N.
T0633,2025-10-22,08:30,CDE,682950,energie,M. Abena N.
T0634,2025-06-20,10:30,SABC Distribution,247040,fournitures,Mme. Etoa L.
T0635,2025-09-26,12:45,SNH Cameroun,381430,energie,M. Nguema J.
